jsrq,jiaosrq,cjsj,jsbh,spdm,spmc,pzdl,jsj,jsl,phl,jysbh,qylb,ppdm,jysmc,sjghl,ghydl,wtlx,lldk,sjdk,yhkje,djdk,dyje,ghdyje,jsfs,jszt,drsj,sjsj,byzd1,byzd2
2017/09/19,2017/09/19,14:02:09,00000018,CU010057,诚骋-STERLI,铜,50730,100,0,00000000,诚骋,STERLI,上海迈科金属资源有限公司,0,0,委卖,5073000,5073000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/19,2017/09/19,14:02:09,00000018,CU010057,诚骋-STERLI,铜,50730,100,0,00000132,诚骋,STERLI,广东广物有色金属有限公司,0,0,委买,5073000,5073000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/19,2017/09/19,14:02:49,00000019,CU010057,诚骋-STERLI,铜,50730,100,0,00000000,诚骋,STERLI,上海迈科金属资源有限公司,0,0,委卖,5073000,5073000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/19,2017/09/19,14:02:49,00000019,CU010057,诚骋-STERLI,铜,50730,100,0,00000132,诚骋,STERLI,广东广物有色金属有限公司,0,0,委买,5073000,5073000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/19,2017/09/19,14:03:39,00000020,CU010057,诚骋-STERLI,铜,50730,100,0,00000000,诚骋,STERLI,上海迈科金属资源有限公司,0,0,委卖,5073000,5073000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/19,2017/09/19,14:03:39,00000020,CU010057,诚骋-STERLI,铜,50730,100,0,00000132,诚骋,STERLI,广东广物有色金属有限公司,0,0,委买,5073000,5073000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/19,2017/09/19,14:04:50,00000022,CU010057,诚骋-STERLI,铜,50720,50,0,00000000,诚骋,STERLI,上海迈科金属资源有限公司,0,0,委卖,2536000,2536000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/19,2017/09/19,14:04:50,00000022,CU010057,诚骋-STERLI,铜,50720,50,0,00000132,诚骋,STERLI,广东广物有色金属有限公司,0,0,委买,2536000,2536000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/21,2017/09/21,09:48:27,00000014,CU010269,大场-JNMC,铜,50370,100,0,00000000,大场,JNMC,上海迈科金属资源有限公司,0,0,委卖,5037000,5037000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/21,2017/09/21,09:48:27,00000014,CU010269,大场-JNMC,铜,50370,100,0,00000030,大场,JNMC,上海忠翼金属有限公司,0,0,委买,5037000,5037000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/21,2017/09/21,10:08:13,00000024,CU010057,诚骋-STERLI,铜,50260,150,0,00000000,诚骋,STERLI,上海迈科金属资源有限公司,0,0,委卖,7539000,7539000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/21,2017/09/21,10:08:13,00000024,CU010057,诚骋-STERLI,铜,50260,150,0,00000047,诚骋,STERLI,上海京慧诚国际贸易有限公司,0,0,委买,7539000,7539000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/21,2017/09/21,10:56:36,00000034,CU010052,诚骋-RT,铜,50200,100,0,00000000,诚骋,RT,上海迈科金属资源有限公司,0,0,委卖,5020000,5020000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/21,2017/09/21,10:56:36,00000034,CU010052,诚骋-RT,铜,50200,100,0,00000047,诚骋,RT,上海京慧诚国际贸易有限公司,0,0,委买,5020000,5020000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,09:56:34,00000002,CU010055,诚骋-SPENCE,铜,49670,100,0,00000000,诚骋,SPENCE,上海迈科金属资源有限公司,0,0,委卖,4967000,4967000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,09:56:34,00000002,CU010055,诚骋-SPENCE,铜,49670,100,0,00000039,诚骋,SPENCE,宁波金田电材有限公司,0,0,委买,4967000,4967000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,10:52:40,00000021,CU010055,诚骋-SPENCE,铜,49690,100,0,00000000,诚骋,SPENCE,上海迈科金属资源有限公司,0,0,委卖,4969000,4969000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,10:52:40,00000021,CU010055,诚骋-SPENCE,铜,49690,100,0,00000006,诚骋,SPENCE,上海金田铜业有限公司,0,0,委买,4969000,4969000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,10:53:10,00000022,CU010055,诚骋-SPENCE,铜,49690,100,0,00000000,诚骋,SPENCE,上海迈科金属资源有限公司,0,0,委卖,4969000,4969000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,10:53:10,00000022,CU010055,诚骋-SPENCE,铜,49690,100,0,00000006,诚骋,SPENCE,上海金田铜业有限公司,0,0,委买,4969000,4969000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,11:15:26,00000024,CU010057,诚骋-STERLI,铜,49620,100,0,00000000,诚骋,STERLI,上海迈科金属资源有限公司,0,0,委卖,4962000,4962000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,11:15:26,00000024,CU010057,诚骋-STERLI,铜,49620,100,0,00000006,诚骋,STERLI,上海金田铜业有限公司,0,0,委买,4962000,4962000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,13:33:24,00000025,CU010508,吴淞-祥光,铜,49650,100,0,00000000,吴淞,祥光,上海迈科金属资源有限公司,0,0,委卖,4965000,4965000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,13:33:24,00000025,CU010508,吴淞-祥光,铜,49650,100,0,00000006,吴淞,祥光,上海金田铜业有限公司,0,0,委买,4965000,4965000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,13:34:04,00000027,CU010049,诚骋-PIRDOP,铜,49650,30,0,00000000,诚骋,PIRDOP,上海迈科金属资源有限公司,0,0,委卖,1489500,1489500,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,13:34:04,00000027,CU010049,诚骋-PIRDOP,铜,49650,30,0,00000006,诚骋,PIRDOP,上海金田铜业有限公司,0,0,委买,1489500,1489500,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,13:34:04,00000028,CU010228,吴淞-HMG-B,铜,49670,15,0,00000000,吴淞,HMG-B,上海迈科金属资源有限公司,0,0,委卖,745050,745050,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,13:34:04,00000028,CU010228,吴淞-HMG-B,铜,49670,15,0,00000006,吴淞,HMG-B,上海金田铜业有限公司,0,0,委买,745050,745050,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,13:34:34,00000029,CU010063,诚骋-UMMC,铜,49650,20,0,00000000,诚骋,UMMC,上海迈科金属资源有限公司,0,0,委卖,993000,993000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/22,2017/09/22,13:34:34,00000029,CU010063,诚骋-UMMC,铜,49650,20,0,00000006,诚骋,UMMC,上海金田铜业有限公司,0,0,委买,993000,993000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/26,2017/09/26,14:31:34,00000001,CU010057,诚骋-STERLI,铜,50600,5,0,00000051,诚骋,STERLI,大商道供应链管理服务（西安）有限公司,0,0,委买,253000,253000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/26,2017/09/26,14:31:34,00000001,CU010057,诚骋-STERLI,铜,50600,5,0,00000051,诚骋,STERLI,大商道供应链管理服务（西安）有限公司,0,0,委卖,253000,253000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/26,2017/09/26,14:53:50,00000031,CU010258,上港-ISA,铜,50820,100,0,00000000,上港,ISA,上海迈科金属资源有限公司,0,0,委卖,5082000,5082000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/26,2017/09/26,14:53:50,00000031,CU010258,上港-ISA,铜,50820,100,0,00000091,上港,ISA,中垠物产有限公司,0,0,委买,5082000,5082000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/27,2017/09/27,14:36:55,00000036,CU010461,上港-STERLI,铜,50630,25,0,00000051,上港,STERLI,大商道供应链管理服务（西安）有限公司,0,0,委卖,1265750,1265750,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/27,2017/09/27,14:36:55,00000036,CU010461,上港-STERLI,铜,50630,25,0,00000091,上港,STERLI,中垠物产有限公司,0,0,委买,1265750,1265750,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/27,2017/09/27,14:36:55,00000037,CU010461,上港-STERLI,铜,50630,100,0,00000051,上港,STERLI,大商道供应链管理服务（西安）有限公司,0,0,委卖,5063000,5063000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/27,2017/09/27,14:36:55,00000037,CU010461,上港-STERLI,铜,50630,100,0,00000091,上港,STERLI,中垠物产有限公司,0,0,委买,5063000,5063000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/28,2017/09/28,14:36:59,00000039,CU010051,诚骋-QB,铜,50600,100,0,00000000,诚骋,QB,上海迈科金属资源有限公司,0,0,委卖,5060000,5060000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/28,2017/09/28,14:36:59,00000039,CU010051,诚骋-QB,铜,50600,100,0,00000132,诚骋,QB,广东广物有色金属有限公司,0,0,委买,5060000,5060000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/29,2017/09/29,10:42:08,00000026,CU010057,诚骋-STERLI,铜,51370,100,0,00000000,诚骋,STERLI,上海迈科金属资源有限公司,0,0,委卖,5137000,5137000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/29,2017/09/29,10:42:08,00000026,CU010057,诚骋-STERLI,铜,51370,100,0,00000006,诚骋,STERLI,上海金田铜业有限公司,0,0,委买,5137000,5137000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/29,2017/09/29,10:44:59,00000028,CU010055,诚骋-SPENCE,铜,51370,100,0,00000000,诚骋,SPENCE,上海迈科金属资源有限公司,0,0,委卖,5137000,5137000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/29,2017/09/29,10:44:59,00000028,CU010055,诚骋-SPENCE,铜,51370,100,0,00000006,诚骋,SPENCE,上海金田铜业有限公司,0,0,委买,5137000,5137000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/29,2017/09/29,10:48:30,00000029,CU010055,诚骋-SPENCE,铜,51380,100,0,00000000,诚骋,SPENCE,上海迈科金属资源有限公司,0,0,委卖,5138000,5138000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/29,2017/09/29,10:48:30,00000029,CU010055,诚骋-SPENCE,铜,51380,100,0,00000006,诚骋,SPENCE,上海金田铜业有限公司,0,0,委买,5138000,5138000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/29,2017/09/29,10:54:52,00000034,CU010057,诚骋-STERLI,铜,51370,25,0,00000051,诚骋,STERLI,大商道供应链管理服务（西安）有限公司,0,0,委卖,1284250,1284250,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/29,2017/09/29,10:54:52,00000034,CU010057,诚骋-STERLI,铜,51370,25,0,00000117,诚骋,STERLI,潞安兴泰国际贸易（上海）有限责任公司,0,0,委买,1284250,1284250,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/29,2017/09/29,10:55:52,00000035,CU010057,诚骋-STERLI,铜,51370,200,0,00000000,诚骋,STERLI,上海迈科金属资源有限公司,0,0,委卖,10274000,10274000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/29,2017/09/29,10:55:52,00000035,CU010057,诚骋-STERLI,铜,51370,200,0,00000006,诚骋,STERLI,上海金田铜业有限公司,0,0,委买,10274000,10274000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/29,2017/09/29,10:56:03,00000036,CU010051,诚骋-QB,铜,51370,50,0,00000000,诚骋,QB,上海迈科金属资源有限公司,0,0,委卖,2568500,2568500,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/09/29,2017/09/29,10:56:03,00000036,CU010051,诚骋-QB,铜,51370,50,0,00000117,诚骋,QB,潞安兴泰国际贸易（上海）有限责任公司,0,0,委买,2568500,2568500,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/09,2017/10/09,09:45:10,00000001,CU010049,诚骋-PIRDOP,铜,52410,100,0,00000002,诚骋,PIRDOP,大商道（上海）有色金属有限公司,0,0,委卖,5241000,5241000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/09,2017/10/09,09:45:10,00000001,CU010049,诚骋-PIRDOP,铜,52410,100,0,00000011,诚骋,PIRDOP,上海恒越贸易有限公司,0,0,委买,5241000,5241000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/09,2017/10/09,10:12:07,00000004,CU010049,诚骋-PIRDOP,铜,52420,100,0,00000002,诚骋,PIRDOP,大商道（上海）有色金属有限公司,0,0,委卖,5242000,5242000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/09,2017/10/09,10:12:07,00000004,CU010049,诚骋-PIRDOP,铜,52420,100,0,00000011,诚骋,PIRDOP,上海恒越贸易有限公司,0,0,委买,5242000,5242000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/10,2017/10/10,10:30:50,00000005,CU010005,诚骋-BIRLA,铜,52400,200,0,00000000,诚骋,BIRLA,上海迈科金属资源有限公司,0,0,委买,10480000,10480000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/10,2017/10/10,10:30:50,00000005,CU010005,诚骋-BIRLA,铜,52400,200,0,00000002,诚骋,BIRLA,大商道（上海）有色金属有限公司,0,0,委卖,10480000,10480000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,10:44:14,00000008,CU010008,诚骋-CBM,铜,53800,100,0,00000000,诚骋,CBM,上海迈科金属资源有限公司,0,0,委卖,5380000,5380000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,10:44:14,00000008,CU010008,诚骋-CBM,铜,53800,100,0,00000132,诚骋,CBM,广东广物有色金属有限公司,0,0,委买,5380000,5380000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:00:08,00000020,CU010064,诚骋-祥光,铜,54600,100,0,00000000,诚骋,祥光,上海迈科金属资源有限公司,0,0,委卖,5460000,5460000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:00:08,00000020,CU010064,诚骋-祥光,铜,54600,100,0,00000081,诚骋,祥光,上海五宁铜业有限公司,0,0,委买,5460000,5460000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:00:18,00000022,CU010118,上港-CBM,铜,54570,100,0,00000000,上港,CBM,上海迈科金属资源有限公司,0,0,委卖,5457000,5457000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:00:18,00000022,CU010118,上港-CBM,铜,54570,100,0,00000081,上港,CBM,上海五宁铜业有限公司,0,0,委买,5457000,5457000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:01:28,00000024,CU010008,诚骋-CBM,铜,54590,100,0,00000000,诚骋,CBM,上海迈科金属资源有限公司,0,0,委卖,5459000,5459000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:01:28,00000024,CU010008,诚骋-CBM,铜,54590,100,0,00000081,诚骋,CBM,上海五宁铜业有限公司,0,0,委买,5459000,5459000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:01:48,00000026,CU010118,上港-CBM,铜,54590,100,0,00000000,上港,CBM,上海迈科金属资源有限公司,0,0,委卖,5459000,5459000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:01:48,00000026,CU010118,上港-CBM,铜,54590,100,0,00000081,上港,CBM,上海五宁铜业有限公司,0,0,委买,5459000,5459000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:04:09,00000037,CU010057,诚骋-STERLI,铜,54570,100,0,00000000,诚骋,STERLI,上海迈科金属资源有限公司,0,0,委卖,5457000,5457000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:04:09,00000037,CU010057,诚骋-STERLI,铜,54570,100,0,00000081,诚骋,STERLI,上海五宁铜业有限公司,0,0,委买,5457000,5457000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:05:10,00000040,CU010057,诚骋-STERLI,铜,54620,100,0,00000000,诚骋,STERLI,上海迈科金属资源有限公司,0,0,委卖,5462000,5462000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:05:10,00000040,CU010057,诚骋-STERLI,铜,54620,100,0,00000081,诚骋,STERLI,上海五宁铜业有限公司,0,0,委买,5462000,5462000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:08:21,00000047,CU010050,诚骋-PSR,铜,54820,100,0,00000029,诚骋,PSR,西安迈科金属国际集团有限公司,0,0,委卖,5482000,5482000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:08:21,00000047,CU010050,诚骋-PSR,铜,54820,100,0,00000081,诚骋,PSR,上海五宁铜业有限公司,0,0,委买,5482000,5482000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:08:41,00000048,CU010097,上港-BIRLA,铜,54750,100,0,00000000,上港,BIRLA,上海迈科金属资源有限公司,0,0,委卖,5475000,5475000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:08:41,00000048,CU010097,上港-BIRLA,铜,54750,100,0,00000081,上港,BIRLA,上海五宁铜业有限公司,0,0,委买,5475000,5475000,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:48:42,00000064,CU010123,吴淞-CCC-P,铜,55170,20,0,00000000,吴淞,CCC-P,上海迈科金属资源有限公司,0,0,委卖,1103400,1103400,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/16,2017/10/16,14:48:42,00000064,CU010123,吴淞-CCC-P,铜,55170,20,0,00000081,吴淞,CCC-P,上海五宁铜业有限公司,0,0,委买,1103400,1103400,0,0,0,0,交收办理,买方违约,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/18,2017/10/18,09:54:53,00000005,CU010015,诚骋-CBM-P,铜,55240,100,0,00000000,诚骋,CBM-P,上海迈科金属资源有限公司,0,0,委卖,5524000,5524000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
2017/10/18,2017/10/18,09:54:53,00000005,CU010015,诚骋-CBM-P,铜,55240,100,0,00000036,诚骋,CBM-P,佛山市兴海铜铝业有限公司,0,0,委买,5524000,5524000,0,0,0,0,交收办理,协议交收,2017/10/20 10:50:29,2017/10/19 10:50:29,,
